"Haplogroup"	"Clade"	"Macro-Clade"	"Phylotree-Subtree"	"Macro-Haplogroup"
"B4a1a6"	"B4"	"B"	"B"	"R"
"B4a1a6a"	"B4"	"B"	"B"	"R"
"B4a1a7"	"B4"	"B"	"B"	"R"
"B4a1+16311"	"B4"	"B"	"B"	"R"
"B4a1+16311*"	"B4"	"B"	"B"	"R"
"B4a1b"	"B4"	"B"	"B"	"R"
"B4a1b1"	"B4"	"B"	"B"	"R"
"B4a1b1a"	"B4"	"B"	"B"	"R"
"B4a1e"	"B4"	"B"	"B"	"R"
"B4a1c"	"B4"	"B"	"B"	"R"
"B4a1c*"	"B4"	"B"	"B"	"R"
"B4a1c1"	"B4"	"B"	"B"	"R"
"B4a1c1a"	"B4"	"B"	"B"	"R"
"B4a1c1a1"	"B4"	"B"	"B"	"R"
"B4a1c+146"	"B4"	"B"	"B"	"R"
"B4a1c2"	"B4"	"B"	"B"	"R"
"B4a1c4"	"B4"	"B"	"B"	"R"
"B4a1c4*"	"B4"	"B"	"B"	"R"
"B4a1c5"	"B4"	"B"	"B"	"R"
"B4a1c3"	"B4"	"B"	"B"	"R"
"B4a1c3a"	"B4"	"B"	"B"	"R"
"B4a1c3b"	"B4"	"B"	"B"	"R"
"B4a1d"	"B4"	"B"	"B"	"R"
"B4a2"	"B4"	"B"	"B"	"R"
"B4a2a"	"B4"	"B"	"B"	"R"
"B4a2a*"	"B4"	"B"	"B"	"R"
"B4a2a1"	"B4"	"B"	"B"	"R"
"B4a2a2"	"B4"	"B"	"B"	"R"
"B4a2a3"	"B4"	"B"	"B"	"R"
"B4a2b"	"B4"	"B"	"B"	"R"
"B4a2b1"	"B4"	"B"	"B"	"R"
"B4a2b1a"	"B4"	"B"	"B"	"R"
"B4a3"	"B4"	"B"	"B"	"R"
"B4a4"	"B4"	"B"	"B"	"R"
"B4a4*"	"B4"	"B"	"B"	"R"
"B4a5"	"B4"	"B"	"B"	"R"
"B4g"	"B4"	"B"	"B"	"R"
"B4g1"	"B4"	"B"	"B"	"R"
"B4g1a"	"B4"	"B"	"B"	"R"
"B4g1b"	"B4"	"B"	"B"	"R"
"B4g2"	"B4"	"B"	"B"	"R"
"B4h"	"B4"	"B"	"B"	"R"
"B4h1"	"B4"	"B"	"B"	"R"
"B4h1*"	"B4"	"B"	"B"	"R"
"B4i"	"B4"	"B"	"B"	"R"
"B4i*"	"B4"	"B"	"B"	"R"
"B4i1"	"B4"	"B"	"B"	"R"
"B4k"	"B4"	"B"	"B"	"R"
"B4m"	"B4"	"B"	"B"	"R"
"B4b'd'e'j"	"B4"	"B"	"B"	"R"
"B4b"	"B4"	"B"	"B"	"R"
"B2"	"B2"	"B"	"B"	"R"
"B2*1"	"B2"	"B"	"B"	"R"
"B2*2"	"B2"	"B"	"B"	"R"
"B2*3"	"B2"	"B"	"B"	"R"
"B2*4"	"B2"	"B"	"B"	"R"
"B2*5"	"B2"	"B"	"B"	"R"
"B2a"	"B2"	"B"	"B"	"R"
"B2a1"	"B2"	"B"	"B"	"R"
"B2a1*"	"B2"	"B"	"B"	"R"
"B2a1a"	"B2"	"B"	"B"	"R"
"B2a1a1"	"B2"	"B"	"B"	"R"
"B2a1b"	"B2"	"B"	"B"	"R"
"B2a2"	"B2"	"B"	"B"	"R"
"B2a2*1"	"B2"	"B"	"B"	"R"
"B2a2*2"	"B2"	"B"	"B"	"R"
"B2a2*3"	"B2"	"B"	"B"	"R"
"B2a3"	"B2"	"B"	"B"	"R"
"B2a4"	"B2"	"B"	"B"	"R"
"B2a4a"	"B2"	"B"	"B"	"R"
"B2a4a1"	"B2"	"B"	"B"	"R"
"B2a5"	"B2"	"B"	"B"	"R"
"B2b"	"B2"	"B"	"B"	"R"
"B2b*"	"B2"	"B"	"B"	"R"
"B2b+152"	"B2"	"B"	"B"	"R"
"B2b+152*"	"B2"	"B"	"B"	"R"
"B2b1"	"B2"	"B"	"B"	"R"
"B2b2"	"B2"	"B"	"B"	"R"
"B2b2a"	"B2"	"B"	"B"	"R"
"B2b3"	"B2"	"B"	"B"	"R"
"B2b3a"	"B2"	"B"	"B"	"R"
"B2b3a*1"	"B2"	"B"	"B"	"R"
"B2b3a*2"	"B2"	"B"	"B"	"R"
"B2b4"	"B2"	"B"	"B"	"R"
"B2c"	"B2"	"B"	"B"	"R"
"B2c1"	"B2"	"B"	"B"	"R"
"B2c1*1"	"B2"	"B"	"B"	"R"
"B2c1*2"	"B2"	"B"	"B"	"R"
"B2c1a"	"B2"	"B"	"B"	"R"
"B2c1b"	"B2"	"B"	"B"	"R"
"B2c1c"	"B2"	"B"	"B"	"R"
"B2c2"	"B2"	"B"	"B"	"R"
"B2c2*"	"B2"	"B"	"B"	"R"
"B2c2a"	"B2"	"B"	"B"	"R"
"B2c2b"	"B2"	"B"	"B"	"R"
"B2d"	"B2"	"B"	"B"	"R"
"B2e"	"B2"	"B"	"B"	"R"
"B2f"	"B2"	"B"	"B"	"R"
"B2g"	"B2"	"B"	"B"	"R"
"B2g1"	"B2"	"B"	"B"	"R"
"B2g1*1"	"B2"	"B"	"B"	"R"
"B2g1*2"	"B2"	"B"	"B"	"R"
"B2g1*3"	"B2"	"B"	"B"	"R"
"B2g1*4"	"B2"	"B"	"B"	"R"
"B2g2"	"B2"	"B"	"B"	"R"
"B2h"	"B2"	"B"	"B"	"R"
"B2i"	"B2"	"B"	"B"	"R"
"B2i1"	"B2"	"B"	"B"	"R"
"B2i2"	"B2"	"B"	"B"	"R"
"B2i2a"	"B2"	"B"	"B"	"R"
"B2i2a1"	"B2"	"B"	"B"	"R"
"B2i2a1a"	"B2"	"B"	"B"	"R"
"B2i2a1b"	"B2"	"B"	"B"	"R"
"B2i2b"	"B2"	"B"	"B"	"R"
"B2i2b*"	"B2"	"B"	"B"	"R"
"B2i2b1"	"B2"	"B"	"B"	"R"
"B2j"	"B2"	"B"	"B"	"R"
"B2k"	"B2"	"B"	"B"	"R"
"B2k*"	"B2"	"B"	"B"	"R"
"B2l"	"B2"	"B"	"B"	"R"
"B2l*"	"B2"	"B"	"B"	"R"
"B2m"	"B2"	"B"	"B"	"R"
"B2n"	"B2"	"B"	"B"	"R"
"B2o"	"B2"	"B"	"B"	"R"
"B2o*1"	"B2"	"B"	"B"	"R"
"B2o*2"	"B2"	"B"	"B"	"R"
"B2o1"	"B2"	"B"	"B"	"R"
"B2o1a"	"B2"	"B"	"B"	"R"
"B2p"	"B2"	"B"	"B"	"R"
"B2q"	"B2"	"B"	"B"	"R"
"B2q*"	"B2"	"B"	"B"	"R"
"B2r"	"B2"	"B"	"B"	"R"
"B2r*"	"B2"	"B"	"B"	"R"
"B2s"	"B2"	"B"	"B"	"R"
"B2t"	"B2"	"B"	"B"	"R"
"B2u"	"B2"	"B"	"B"	"R"
"B2v"	"B2"	"B"	"B"	"R"
"B2+16278"	"B2"	"B"	"B"	"R"
"B2w"	"B2"	"B"	"B"	"R"
"B2x"	"B2"	"B"	"B"	"R"
"B2y"	"B2"	"B"	"B"	"R"
"B2y1"	"B2"	"B"	"B"	"R"
"B4b1"	"B4"	"B"	"B"	"R"
"B4b1a"	"B4"	"B"	"B"	"R"
"B4b1a+207"	"B4"	"B"	"B"	"R"
"B4b1a1"	"B4"	"B"	"B"	"R"
"B4b1a1a"	"B4"	"B"	"B"	"R"
"B4b1a1b"	"B4"	"B"	"B"	"R"
"B4b1a1c"	"B4"	"B"	"B"	"R"
"B4b1a2"	"B4"	"B"	"B"	"R"
"B4b1a2a"	"B4"	"B"	"B"	"R"
"B4b1a2a*"	"B4"	"B"	"B"	"R"
"B4b1a2b"	"B4"	"B"	"B"	"R"
"B4b1a2b1"	"B4"	"B"	"B"	"R"
"B4b1a2b2"	"B4"	"B"	"B"	"R"
"B4b1a2c"	"B4"	"B"	"B"	"R"
"B4b1a2d"	"B4"	"B"	"B"	"R"
"B4b1a2e"	"B4"	"B"	"B"	"R"
"B4b1a2f"	"B4"	"B"	"B"	"R"
"B4b1a2g"	"B4"	"B"	"B"	"R"
"B4b1a2g1"	"B4"	"B"	"B"	"R"
"B4b1a2h"	"B4"	"B"	"B"	"R"
"B4b1a2i"	"B4"	"B"	"B"	"R"
"B4b1a3"	"B4"	"B"	"B"	"R"
"B4b1a3a"	"B4"	"B"	"B"	"R"
"B4b1b'c"	"B4"	"B"	"B"	"R"
"B4b1b"	"B4"	"B"	"B"	"R"
"B4b1c"	"B4"	"B"	"B"	"R"
"B4b1c1"	"B4"	"B"	"B"	"R"
"B4b1c2"	"B4"	"B"	"B"	"R"
"B4d"	"B4"	"B"	"B"	"R"
"B4d1'2'3"	"B4"	"B"	"B"	"R"
"B4d1"	"B4"	"B"	"B"	"R"
"B4d1*"	"B4"	"B"	"B"	"R"
"B4d1a"	"B4"	"B"	"B"	"R"
"B4d2"	"B4"	"B"	"B"	"R"
"B4d3"	"B4"	"B"	"B"	"R"
"B4d3a"	"B4"	"B"	"B"	"R"
"B4d3a*"	"B4"	"B"	"B"	"R"
"B4d3a1"	"B4"	"B"	"B"	"R"
"B4d3a1*"	"B4"	"B"	"B"	"R"
"B4d4"	"B4"	"B"	"B"	"R"
"B4e"	"B4"	"B"	"B"	"R"
"B4j"	"B4"	"B"	"B"	"R"
"B4c"	"B4"	"B"	"B"	"R"
"B4c1"	"B4"	"B"	"B"	"R"
"B4c1a'b"	"B4"	"B"	"B"	"R"
"B4c1a"	"B4"	"B"	"B"	"R"
"B4c1a1"	"B4"	"B"	"B"	"R"
"B4c1a1a"	"B4"	"B"	"B"	"R"
"B4c1a1a1"	"B4"	"B"	"B"	"R"
"B4c1a1a1a"	"B4"	"B"	"B"	"R"
"B4c1a1a2"	"B4"	"B"	"B"	"R"
"B4c1a1b"	"B4"	"B"	"B"	"R"
"B4c1a1c"	"B4"	"B"	"B"	"R"
"B4c1a2"	"B4"	"B"	"B"	"R"
"B4c1a2a"	"B4"	"B"	"B"	"R"
"B4c1b"	"B4"	"B"	"B"	"R"
"B4c1b1"	"B4"	"B"	"B"	"R"
"B4c1b1a"	"B4"	"B"	"B"	"R"
"B4c1b+16335"	"B4"	"B"	"B"	"R"
"B4c1b2"	"B4"	"B"	"B"	"R"
"B4c1b2*"	"B4"	"B"	"B"	"R"
"B4c1b2a"	"B4"	"B"	"B"	"R"
"B4c1b2a1"	"B4"	"B"	"B"	"R"
"B4c1b2a2"	"B4"	"B"	"B"	"R"
"B4c1b2a2*1"	"B4"	"B"	"B"	"R"
"B4c1b2a2*2"	"B4"	"B"	"B"	"R"
"B4c1b2a2*3"	"B4"	"B"	"B"	"R"
"B4c1b2a2a"	"B4"	"B"	"B"	"R"
"B4c1b2a2b"	"B4"	"B"	"B"	"R"
"B4c1b2b"	"B4"	"B"	"B"	"R"
"B4c1b2c"	"B4"	"B"	"B"	"R"
"B4c1b2c1"	"B4"	"B"	"B"	"R"
"B4c1b2c2"	"B4"	"B"	"B"	"R"
"B4c1c"	"B4"	"B"	"B"	"R"
"B4c1c+16311"	"B4"	"B"	"B"	"R"
"B4c1c1"	"B4"	"B"	"B"	"R"
"B4c2"	"B4"	"B"	"B"	"R"
"B4c2a"	"B4"	"B"	"B"	"R"
"B4c2b"	"B4"	"B"	"B"	"R"
"B4c2c"	"B4"	"B"	"B"	"R"
"B4f"	"B4"	"B"	"B"	"R"
"B4f1"	"B4"	"B"	"B"	"R"
"B5"	"B5"	"B"	"B"	"R"
"B5a"	"B5"	"B"	"B"	"R"
"B5a*"	"B5"	"B"	"B"	"R"
"B5a1"	"B5"	"B"	"B"	"R"
"B5a1a"	"B5"	"B"	"B"	"R"
"B5a1a1"	"B5"	"B"	"B"	"R"
"B5a1b"	"B5"	"B"	"B"	"R"
"B5a1b1"	"B5"	"B"	"B"	"R"
"B5a1c"	"B5"	"B"	"B"	"R"
"B5a1c1"	"B5"	"B"	"B"	"R"
"B5a1c1a"	"B5"	"B"	"B"	"R"
"B5a1c1a1"	"B5"	"B"	"B"	"R"
"B5a1c1a1*"	"B5"	"B"	"B"	"R"
"B5a1c2"	"B5"	"B"	"B"	"R"
"B5a1d"	"B5"	"B"	"B"	"R"
"B5a1d*1"	"B5"	"B"	"B"	"R"
"B5a1d*2"	"B5"	"B"	"B"	"R"
"B5a2"	"B5"	"B"	"B"	"R"
"B5a2a"	"B5"	"B"	"B"	"R"
"B5a2a1"	"B5"	"B"	"B"	"R"
"B5a2a1a"	"B5"	"B"	"B"	"R"
"B5a2a1+16129"	"B5"	"B"	"B"	"R"
"B5a2a1b"	"B5"	"B"	"B"	"R"
"B5a2a2"	"B5"	"B"	"B"	"R"
"B5a2a2a"	"B5"	"B"	"B"	"R"
"B5a2a2a1"	"B5"	"B"	"B"	"R"
"B5a2a2a2"	"B5"	"B"	"B"	"R"
"B5a2a2b"	"B5"	"B"	"B"	"R"
"B5a2a2b1"	"B5"	"B"	"B"	"R"
"B5a2a2b1a"	"B5"	"B"	"B"	"R"
"B5a2a2b2"	"B5"	"B"	"B"	"R"
"B5b"	"B5"	"B"	"B"	"R"
"B5b1"	"B5"	"B"	"B"	"R"
"B5b1a"	"B5"	"B"	"B"	"R"
"B5b1a*"	"B5"	"B"	"B"	"R"
"B5b1a1"	"B5"	"B"	"B"	"R"
"B5b1a2"	"B5"	"B"	"B"	"R"
"B5b1a2a"	"B5"	"B"	"B"	"R"
"B5b1c"	"B5"	"B"	"B"	"R"
"B5b1c1"	"B5"	"B"	"B"	"R"
"B5b1c1*"	"B5"	"B"	"B"	"R"
"B5b1c1a"	"B5"	"B"	"B"	"R"
"B5b2"	"B5"	"B"	"B"	"R"
"B5b2a"	"B5"	"B"	"B"	"R"
"B5b2a1"	"B5"	"B"	"B"	"R"
"B5b2a2"	"B5"	"B"	"B"	"R"
"B5b2a2*"	"B5"	"B"	"B"	"R"
"B5b2a2a"	"B5"	"B"	"B"	"R"
"B5b2a2a1"	"B5"	"B"	"B"	"R"
"B5b2a2a2"	"B5"	"B"	"B"	"R"
"B5b2b"	"B5"	"B"	"B"	"R"
"B5b2b*"	"B5"	"B"	"B"	"R"
"B5b2+@204"	"B5"	"B"	"B"	"R"
"B5b2c"	"B5"	"B"	"B"	"R"
"B5b2c1"	"B5"	"B"	"B"	"R"
"B5b3"	"B5"	"B"	"B"	"R"
"B5b3a"	"B5"	"B"	"B"	"R"
"B5b3a*"	"B5"	"B"	"B"	"R"
"B5b3b"	"B5"	"B"	"B"	"R"
"B5b4"	"B5"	"B"	"B"	"R"
"B5b5"	"B5"	"B"	"B"	"R"
"R24"	"R24"	"R"	"R"	"R"
"R24a"	"R24"	"R"	"R"	"R"
"R12'21"	"R12"	"R"	"R"	"R"
"R12"	"R12"	"R"	"R"	"R"
"R21"	"R21"	"R"	"R"	"R"
"R21*"	"R21"	"R"	"R"	"R"
"R14"	"R14"	"R"	"R"	"R"
"R22"	"R22"	"R"	"R"	"R"
"R22*"	"R22"	"R"	"R"	"R"
"R23"	"R23"	"R"	"R"	"R"
"R30"	"R30"	"R"	"R"	"R"
"R30*"	"R30"	"R"	"R"	"R"
"R30a"	"R30"	"R"	"R"	"R"
"R30a1"	"R30"	"R"	"R"	"R"
"R30a1*"	"R30"	"R"	"R"	"R"
"R30a1a"	"R30"	"R"	"R"	"R"
"R30a1b"	"R30"	"R"	"R"	"R"
"R30a1b1"	"R30"	"R"	"R"	"R"
"R30a1c"	"R30"	"R"	"R"	"R"
"R30b"	"R30"	"R"	"R"	"R"
"R30b1"	"R30"	"R"	"R"	"R"
"R30b2"	"R30"	"R"	"R"	"R"
"R30b2a"	"R30"	"R"	"R"	"R"
"R31"	"R31"	"R"	"R"	"R"
"R31a"	"R31"	"R"	"R"	"R"
"R31a1"	"R31"	"R"	"R"	"R"
"R31b"	"R31"	"R"	"R"	"R"
"R32"	"R32"	"R"	"R"	"R"
"P"	"P"	"P"	"R"	"R"
"P+16176"	"P"	"P"	"R"	"R"
"P1"	"P1"	"P"	"R"	"R"
"P1d"	"P1"	"P"	"R"	"R"
"P1d1"	"P1"	"P"	"R"	"R"
"P1d1*"	"P1"	"P"	"R"	"R"
"P1d1a"	"P1"	"P"	"R"	"R"
"P1d2"	"P1"	"P"	"R"	"R"
"P1d2a"	"P1"	"P"	"R"	"R"
"P1+152"	"P1"	"P"	"R"	"R"
"P1+152*1"	"P1"	"P"	"R"	"R"
"P1+152*2"	"P1"	"P"	"R"	"R"
"P1f"	"P1"	"P"	"R"	"R"
"P2'10"	"P2"	"P"	"R"	"R"
"P2"	"P2"	"P"	"R"	"R"
"P2*1"	"P2"	"P"	"R"	"R"
"P2*1a"	"P2"	"P"	"R"	"R"
"P2*2"	"P2"	"P"	"R"	"R"
"P10"	"P10"	"P"	"R"	"R"
"P8"	"P8"	"P"	"R"	"R"
"P3"	"P3"	"P"	"R"	"R"
"P3a"	"P3"	"P"	"R"	"R"
"P3b"	"P3"	"P"	"R"	"R"
"P3b1"	"P3"	"P"	"R"	"R"
"P4"	"P4"	"P"	"R"	"R"
"P4a"	"P4"	"P"	"R"	"R"
"P4a1"	"P4"	"P"	"R"	"R"
"P4a1*"	"P4"	"P"	"R"	"R"
"P4b"	"P4"	"P"	"R"	"R"
"P4b1"	"P4"	"P"	"R"	"R"
"P5"	"P5"	"P"	"R"	"R"
"P6"	"P6"	"P"	"R"	"R"
"P7"	"P7"	"P"	"R"	"R"
"P9"	"P9"	"P"	"R"	"R"
"P9*"	"P9"	"P"	"R"	"R"
"P9a"	"P9"	"P"	"R"	"R"
"P9a*"	"P9"	"P"	"R"	"R"
"U"	"U"	"U"	"UK"	"R"
"U1"	"U1"	"U"	"UK"	"R"
"U1a"	"U1"	"U"	"UK"	"R"
"U1a1"	"U1"	"U"	"UK"	"R"
"U1a1*"	"U1"	"U"	"UK"	"R"
"U1a1a"	"U1"	"U"	"UK"	"R"
"U1a1a1"	"U1"	"U"	"UK"	"R"
"U1a1a1*"	"U1"	"U"	"UK"	"R"
"U1a1a1a"	"U1"	"U"	"UK"	"R"
"U1a1a2"	"U1"	"U"	"UK"	"R"
"U1a1a+16129"	"U1"	"U"	"UK"	"R"
"U1a1a+16129*"	"U1"	"U"	"UK"	"R"
"U1a1a3"	"U1"	"U"	"UK"	"R"
"U1a1b"	"U1"	"U"	"UK"	"R"
"U1a1c"	"U1"	"U"	"UK"	"R"
"U1a1c*"	"U1"	"U"	"UK"	"R"
"U1a1c1"	"U1"	"U"	"UK"	"R"
"U1a1c1a"	"U1"	"U"	"UK"	"R"
"U1a1c1b"	"U1"	"U"	"UK"	"R"
"U1a1c1c"	"U1"	"U"	"UK"	"R"
"U1a1c1c1"	"U1"	"U"	"UK"	"R"
"U1a1c1d"	"U1"	"U"	"UK"	"R"
"U1a1c1d1"	"U1"	"U"	"UK"	"R"
"U1a1d"	"U1"	"U"	"UK"	"R"
"U1a1d*"	"U1"	"U"	"UK"	"R"
"U1a2"	"U1"	"U"	"UK"	"R"
"U1a3"	"U1"	"U"	"UK"	"R"
"U1b"	"U1"	"U"	"UK"	"R"
"U1b1"	"U1"	"U"	"UK"	"R"
"U1b1*"	"U1"	"U"	"UK"	"R"
"U1b2"	"U1"	"U"	"UK"	"R"
"U1b3"	"U1"	"U"	"UK"	"R"
"U5"	"U5"	"U"	"UK"	"R"
"U5a'b"	"U5"	"U"	"UK"	"R"
"U5a"	"U5"	"U"	"UK"	"R"
"U5a1"	"U5"	"U"	"UK"	"R"
"U5a1*"	"U5"	"U"	"UK"	"R"
"U5a1+@16192"	"U5"	"U"	"UK"	"R"
"U5a1a"	"U5"	"U"	"UK"	"R"
"U5a1a1"	"U5"	"U"	"UK"	"R"
"U5a1a1*"	"U5"	"U"	"UK"	"R"
"U5a1a1+152"	"U5"	"U"	"UK"	"R"
"U5a1a1a"	"U5"	"U"	"UK"	"R"
"U5a1a1b"	"U5"	"U"	"UK"	"R"
"U5a1a1h"	"U5"	"U"	"UK"	"R"
"U5a1a1c"	"U5"	"U"	"UK"	"R"
"U5a1a1+16362"	"U5"	"U"	"UK"	"R"
"U5a1a1d"	"U5"	"U"	"UK"	"R"
"U5a1a1d1"	"U5"	"U"	"UK"	"R"
"U5a1a1e"	"U5"	"U"	"UK"	"R"
"U5a1a1g"	"U5"	"U"	"UK"	"R"
"U5a1a1i"	"U5"	"U"	"UK"	"R"
"U5a1a2"	"U5"	"U"	"UK"	"R"
"U5a1a2a"	"U5"	"U"	"UK"	"R"
"U5a1a2a1"	"U5"	"U"	"UK"	"R"
"U5a1a2a1a"	"U5"	"U"	"UK"	"R"
"U5a1a2b"	"U5"	"U"	"UK"	"R"
"U5a1a2b*"	"U5"	"U"	"UK"	"R"
"U5a1a2b1"	"U5"	"U"	"UK"	"R"
"U5a1g"	"U5"	"U"	"UK"	"R"
"U5a1g1"	"U5"	"U"	"UK"	"R"
"U5a1g2"	"U5"	"U"	"UK"	"R"
"U5a1b"	"U5"	"U"	"UK"	"R"
"U5a1b1"	"U5"	"U"	"UK"	"R"
"U5a1b1a"	"U5"	"U"	"UK"	"R"
"U5a1b1a*"	"U5"	"U"	"UK"	"R"
"U5a1b1a1"	"U5"	"U"	"UK"	"R"
"U5a1b1a2"	"U5"	"U"	"UK"	"R"
"U5a1b1a2*"	"U5"	"U"	"UK"	"R"
"U5a1b1b"	"U5"	"U"	"UK"	"R"
"U5a1b1b1"	"U5"	"U"	"UK"	"R"
"U5a1b1c"	"U5"	"U"	"UK"	"R"
"U5a1b1c1"	"U5"	"U"	"UK"	"R"
"U5a1b1c2"	"U5"	"U"	"UK"	"R"
"U5a1b1d"	"U5"	"U"	"UK"	"R"
"U5a1b1d+16093"	"U5"	"U"	"UK"	"R"
"U5a1b1d1"	"U5"	"U"	"UK"	"R"
"U5a1b1d1*"	"U5"	"U"	"UK"	"R"
"U5a1b1e"	"U5"	"U"	"UK"	"R"
"U5a1b1e*"	"U5"	"U"	"UK"	"R"
"U5a1b1f"	"U5"	"U"	"UK"	"R"
"U5a1b1g"	"U5"	"U"	"UK"	"R"
"U5a1b1h"	"U5"	"U"	"UK"	"R"
"U5a1b2"	"U5"	"U"	"UK"	"R"
"U5a1b+16362"	"U5"	"U"	"UK"	"R"
"U5a1b3"	"U5"	"U"	"UK"	"R"
"U5a1b3a"	"U5"	"U"	"UK"	"R"
"U5a1b3a1"	"U5"	"U"	"UK"	"R"
"U5a1b4"	"U5"	"U"	"UK"	"R"
"U5a1c"	"U5"	"U"	"UK"	"R"
"U5a1c1"	"U5"	"U"	"UK"	"R"
"U5a1c1a"	"U5"	"U"	"UK"	"R"
"U5a1c2"	"U5"	"U"	"UK"	"R"
"U5a1c2a"	"U5"	"U"	"UK"	"R"
"U5a1c2a1"	"U5"	"U"	"UK"	"R"
"U5a1c2a1*"	"U5"	"U"	"UK"	"R"
"U5a1d"	"U5"	"U"	"UK"	"R"
"U5a1d1"	"U5"	"U"	"UK"	"R"
"U5a1d2"	"U5"	"U"	"UK"	"R"
"U5a1d2a"	"U5"	"U"	"UK"	"R"
"U5a1d2a1"	"U5"	"U"	"UK"	"R"
"U5a1d2b"	"U5"	"U"	"UK"	"R"
"U5a1e"	"U5"	"U"	"UK"	"R"
"U5a1f"	"U5"	"U"	"UK"	"R"
"U5a1f1"	"U5"	"U"	"UK"	"R"
"U5a1f1*"	"U5"	"U"	"UK"	"R"
"U5a1f1a"	"U5"	"U"	"UK"	"R"
"U5a1f1a1"	"U5"	"U"	"UK"	"R"
"U5a1f1a1*"	"U5"	"U"	"UK"	"R"
"U5a1f2"	"U5"	"U"	"UK"	"R"
"U5a1h"	"U5"	"U"	"UK"	"R"
"U5a1i"	"U5"	"U"	"UK"	"R"
"U5a1i1"	"U5"	"U"	"UK"	"R"
"U5a1j"	"U5"	"U"	"UK"	"R"
"U5a2"	"U5"	"U"	"UK"	"R"
"U5a2+16294"	"U5"	"U"	"UK"	"R"
"U5a2a"	"U5"	"U"	"UK"	"R"
"U5a2a1"	"U5"	"U"	"UK"	"R"
"U5a2a1a"	"U5"	"U"	"UK"	"R"
"U5a2a1b"	"U5"	"U"	"UK"	"R"
"U5a2a1b1"	"U5"	"U"	"UK"	"R"
"U5a2a1c"	"U5"	"U"	"UK"	"R"
"U5a2a1d"	"U5"	"U"	"UK"	"R"
"U5a2a1+152"	"U5"	"U"	"UK"	"R"
"U5a2a1e"	"U5"	"U"	"UK"	"R"
"U5a2a2"	"U5"	"U"	"UK"	"R"
"U5a2a2a"	"U5"	"U"	"UK"	"R"
"U5a2a2a*"	"U5"	"U"	"UK"	"R"
"U5a2b"	"U5"	"U"	"UK"	"R"
"U5a2b1"	"U5"	"U"	"UK"	"R"
"U5a2b1a"	"U5"	"U"	"UK"	"R"
"U5a2b1b"	"U5"	"U"	"UK"	"R"
"U5a2b1c"	"U5"	"U"	"UK"	"R"
"U5a2b1d"	"U5"	"U"	"UK"	"R"
"U5a2b2"	"U5"	"U"	"UK"	"R"
"U5a2b2a"	"U5"	"U"	"UK"	"R"
"U5a2b2a1"	"U5"	"U"	"UK"	"R"
"U5a2b3"	"U5"	"U"	"UK"	"R"
"U5a2b3a"	"U5"	"U"	"UK"	"R"
"U5a2b3a1"	"U5"	"U"	"UK"	"R"
"U5a2b4"	"U5"	"U"	"UK"	"R"
"U5a2b4a"	"U5"	"U"	"UK"	"R"
"U5a2b5"	"U5"	"U"	"UK"	"R"
"U5a2c"	"U5"	"U"	"UK"	"R"
"U5a2c1"	"U5"	"U"	"UK"	"R"
"U5a2c2"	"U5"	"U"	"UK"	"R"
"U5a2c3"	"U5"	"U"	"UK"	"R"
"U5a2c3a"	"U5"	"U"	"UK"	"R"
"U5a2c3a*"	"U5"	"U"	"UK"	"R"
"U5a2c4"	"U5"	"U"	"UK"	"R"
"U5a2d"	"U5"	"U"	"UK"	"R"
"U5a2d1"	"U5"	"U"	"UK"	"R"
"U5a2d1a"	"U5"	"U"	"UK"	"R"
"U5a2+16362"	"U5"	"U"	"UK"	"R"
"U5a2e"	"U5"	"U"	"UK"	"R"
"U5b"	"U5"	"U"	"UK"	"R"
"U5b1"	"U5"	"U"	"UK"	"R"
"U5b1a"	"U5"	"U"	"UK"	"R"
"U5b1a*"	"U5"	"U"	"UK"	"R"
"U5b1+16189"	"U5"	"U"	"UK"	"R"
"U5b1b"	"U5"	"U"	"UK"	"R"
"U5b1b*"	"U5"	"U"	"UK"	"R"
"U5b1b1"	"U5"	"U"	"UK"	"R"
"U5b1b1+@16192"	"U5"	"U"	"UK"	"R"
"U5b1b1a"	"U5"	"U"	"UK"	"R"
"U5b1b1a1"	"U5"	"U"	"UK"	"R"
"U5b1b1a1a"	"U5"	"U"	"UK"	"R"
"U5b1b1a1a1"	"U5"	"U"	"UK"	"R"
"U5b1b1a1b"	"U5"	"U"	"UK"	"R"
"U5b1b1a2"	"U5"	"U"	"UK"	"R"
"U5b1b1a3"	"U5"	"U"	"UK"	"R"
"U5b1b1d"	"U5"	"U"	"UK"	"R"
"U5b1b1f"	"U5"	"U"	"UK"	"R"
"U5b1b1b"	"U5"	"U"	"UK"	"R"
"U5b1b1+152"	"U5"	"U"	"UK"	"R"
"U5b1b1e"	"U5"	"U"	"UK"	"R"
"U5b1b1g"	"U5"	"U"	"UK"	"R"
"U5b1b1g1"	"U5"	"U"	"UK"	"R"
"U5b1b1g1a"	"U5"	"U"	"UK"	"R"
"U5b1b2"	"U5"	"U"	"UK"	"R"
"U5b1b2a"	"U5"	"U"	"UK"	"R"
"U5b1b2a*"	"U5"	"U"	"UK"	"R"
"U5b1b2b"	"U5"	"U"	"UK"	"R"
"U5b1c"	"U5"	"U"	"UK"	"R"
"U5b1c*"	"U5"	"U"	"UK"	"R"
"U5b1c1"	"U5"	"U"	"UK"	"R"
"U5b1c1a"	"U5"	"U"	"UK"	"R"
