"Haplogroup"	"Clade"	"Macro-Clade"	"Phylotree-Subtree"	"Macro-Haplogroup"
"A2ad"	"A2"	"A"	"A"	"N"
"A2ad1"	"A2"	"A"	"A"	"N"
"A2ad2"	"A2"	"A"	"A"	"N"
"A2ae"	"A2"	"A"	"A"	"N"
"A2ae*1"	"A2"	"A"	"A"	"N"
"A2ae*2"	"A2"	"A"	"A"	"N"
"A2af"	"A2"	"A"	"A"	"N"
"A2af1"	"A2"	"A"	"A"	"N"
"A2af1a"	"A2"	"A"	"A"	"N"
"A2af1a1"	"A2"	"A"	"A"	"N"
"A2af1a2"	"A2"	"A"	"A"	"N"
"A2af1b"	"A2"	"A"	"A"	"N"
"A2af1b1"	"A2"	"A"	"A"	"N"
"A2af1b1a"	"A2"	"A"	"A"	"N"
"A2af1b1b"	"A2"	"A"	"A"	"N"
"A2af1b2"	"A2"	"A"	"A"	"N"
"A2af2"	"A2"	"A"	"A"	"N"
"A2ag"	"A2"	"A"	"A"	"N"
"A2ah"	"A2"	"A"	"A"	"N"
"A2ak"	"A2"	"A"	"A"	"N"
"A2ak*"	"A2"	"A"	"A"	"N"
"A2al"	"A2"	"A"	"A"	"N"
"A2an"	"A2"	"A"	"A"	"N"
"A2an*"	"A2"	"A"	"A"	"N"
"A2+(64)+16189"	"A2"	"A"	"A"	"N"
"A2ap"	"A2"	"A"	"A"	"N"
"A2aq"	"A2"	"A"	"A"	"N"
"A2r"	"A2"	"A"	"A"	"N"
"A2r1"	"A2"	"A"	"A"	"N"
"A2s"	"A2"	"A"	"A"	"N"
"A2z"	"A2"	"A"	"A"	"N"
"A6"	"A6"	"A"	"A"	"N"
"A6a"	"A6"	"A"	"A"	"N"
"A6b"	"A6"	"A"	"A"	"N"
"A+152+16362+16189"	"A"	"A"	"A"	"N"
"A12"	"A12"	"A"	"A"	"N"
"A12a"	"A12"	"A"	"A"	"N"
"A23"	"A23"	"A"	"A"	"N"
"A+152+16362+200"	"A"	"A"	"A"	"N"
"A13"	"A13"	"A"	"A"	"N"
"A13*"	"A13"	"A"	"A"	"N"
"A14"	"A14"	"A"	"A"	"N"
"A14*"	"A14"	"A"	"A"	"N"
"A15"	"A15"	"A"	"A"	"N"
"A15a"	"A15"	"A"	"A"	"N"
"A15a*"	"A15"	"A"	"A"	"N"
"A15b"	"A15"	"A"	"A"	"N"
"A15b*"	"A15"	"A"	"A"	"N"
"A15c"	"A15"	"A"	"A"	"N"
"A15c1"	"A15"	"A"	"A"	"N"
"A16"	"A16"	"A"	"A"	"N"
"A17"	"A17"	"A"	"A"	"N"
"A17*"	"A17"	"A"	"A"	"N"
"A18"	"A18"	"A"	"A"	"N"
"A19"	"A19"	"A"	"A"	"N"
"A20"	"A20"	"A"	"A"	"N"
"A21"	"A21"	"A"	"A"	"N"
"A22"	"A22"	"A"	"A"	"N"
"A24"	"A24"	"A"	"A"	"N"
"A25"	"A25"	"A"	"A"	"N"
"A26"	"A26"	"A"	"A"	"N"
"A3"	"A3"	"A"	"A"	"N"
"A3a"	"A3"	"A"	"A"	"N"
"A7"	"A7"	"A"	"A"	"N"
"A9"	"A9"	"A"	"A"	"N"
"A11"	"A11"	"A"	"A"	"N"
"A11a"	"A11"	"A"	"A"	"N"
"A11a*1"	"A11"	"A"	"A"	"N"
"A11a*2"	"A11"	"A"	"A"	"N"
"A11+16234"	"A11"	"A"	"A"	"N"
"A11b"	"A11"	"A"	"A"	"N"
"A11b*"	"A11"	"A"	"A"	"N"
"A5"	"A5"	"A"	"A"	"N"
"A5a"	"A5"	"A"	"A"	"N"
"A5a1"	"A5"	"A"	"A"	"N"
"A5a1a"	"A5"	"A"	"A"	"N"
"A5a1a1"	"A5"	"A"	"A"	"N"
"A5a1a1a"	"A5"	"A"	"A"	"N"
"A5a1a1b"	"A5"	"A"	"A"	"N"
"A5a1a2"	"A5"	"A"	"A"	"N"
"A5a1a2a"	"A5"	"A"	"A"	"N"
"A5a1b"	"A5"	"A"	"A"	"N"
"A5a2"	"A5"	"A"	"A"	"N"
"A5a3"	"A5"	"A"	"A"	"N"
"A5a3a"	"A5"	"A"	"A"	"N"
"A5a4"	"A5"	"A"	"A"	"N"
"A5a5"	"A5"	"A"	"A"	"N"
"A5b"	"A5"	"A"	"A"	"N"
"A5b*"	"A5"	"A"	"A"	"N"
"A5b1"	"A5"	"A"	"A"	"N"
"A5b1a"	"A5"	"A"	"A"	"N"
"A5b1a*"	"A5"	"A"	"A"	"N"
"A5b1b"	"A5"	"A"	"A"	"N"
"A5b1b*"	"A5"	"A"	"A"	"N"
"A5b1c"	"A5"	"A"	"A"	"N"
"A5b1c1"	"A5"	"A"	"A"	"N"
"A5c"	"A5"	"A"	"A"	"N"
"A5c1"	"A5"	"A"	"A"	"N"
"A8"	"A8"	"A"	"A"	"N"
"A8a"	"A8"	"A"	"A"	"N"
"A8a1"	"A8"	"A"	"A"	"N"
"A10"	"A10"	"A"	"A"	"N"
"O"	"O"	"O"	"N"	"N"
"O1"	"O1"	"O"	"N"	"N"
"O1a"	"O1"	"O"	"N"	"N"
"S"	"S"	"S"	"N"	"N"
"S1"	"S1"	"S"	"N"	"N"
"S1a"	"S1"	"S"	"N"	"N"
"S2"	"S2"	"S"	"N"	"N"
"S2*"	"S2"	"S"	"N"	"N"
"S+152"	"S"	"S"	"N"	"N"
"S3"	"S3"	"S"	"N"	"N"
"S4"	"S4"	"S"	"N"	"N"
"S5"	"S5"	"S"	"N"	"N"
"X"	"X"	"X"	"X"	"N"
"X1'2'3"	"X1"	"X"	"X"	"N"
"X1'3"	"X1"	"X"	"X"	"N"
"X1"	"X1"	"X"	"X"	"N"
"X1a"	"X1"	"X"	"X"	"N"
"X1a*"	"X1"	"X"	"X"	"N"
"X1c"	"X1"	"X"	"X"	"N"
"X3"	"X3"	"X"	"X"	"N"
"X3a"	"X3"	"X"	"X"	"N"
"X3a*"	"X3"	"X"	"X"	"N"
"X2"	"X2"	"X"	"X"	"N"
"X2*"	"X2"	"X"	"X"	"N"
"X2+225"	"X2"	"X"	"X"	"N"
"X2a'j"	"X2"	"X"	"X"	"N"
"X2a"	"X2"	"X"	"X"	"N"
"X2a1"	"X2"	"X"	"X"	"N"
"X2a1a"	"X2"	"X"	"X"	"N"
"X2a1a1"	"X2"	"X"	"X"	"N"
"X2a1a1*"	"X2"	"X"	"X"	"N"
"X2a1b"	"X2"	"X"	"X"	"N"
"X2a1b1"	"X2"	"X"	"X"	"N"
"X2a1b1a"	"X2"	"X"	"X"	"N"
"X2a1c"	"X2"	"X"	"X"	"N"
"X2a2"	"X2"	"X"	"X"	"N"
"X2j"	"X2"	"X"	"X"	"N"
"X2b'd"	"X2"	"X"	"X"	"N"
"X2b"	"X2"	"X"	"X"	"N"
"X2b+226"	"X2"	"X"	"X"	"N"
"X2b+226*1"	"X2"	"X"	"X"	"N"
"X2b+226*2"	"X2"	"X"	"X"	"N"
"X2b1"	"X2"	"X"	"X"	"N"
"X2b2"	"X2"	"X"	"X"	"N"
"X2b3"	"X2"	"X"	"X"	"N"
"X2b4"	"X2"	"X"	"X"	"N"
"X2b4*"	"X2"	"X"	"X"	"N"
"X2b4a"	"X2"	"X"	"X"	"N"
"X2b4a1"	"X2"	"X"	"X"	"N"
"X2b5"	"X2"	"X"	"X"	"N"
"X2b6"	"X2"	"X"	"X"	"N"
"X2b6a"	"X2"	"X"	"X"	"N"
"X2b7"	"X2"	"X"	"X"	"N"
"X2b7*"	"X2"	"X"	"X"	"N"
"X2b8"	"X2"	"X"	"X"	"N"
"X2b9"	"X2"	"X"	"X"	"N"
"X2b10"	"X2"	"X"	"X"	"N"
"X2b10a"	"X2"	"X"	"X"	"N"
"X2b10a*"	"X2"	"X"	"X"	"N"
"X2b11"	"X2"	"X"	"X"	"N"
"X2b+226+16192"	"X2"	"X"	"X"	"N"
"X2b12"	"X2"	"X"	"X"	"N"
"X2b13"	"X2"	"X"	"X"	"N"
"X2d"	"X2"	"X"	"X"	"N"
"X2d*"	"X2"	"X"	"X"	"N"
"X2d1"	"X2"	"X"	"X"	"N"
"X2d1a"	"X2"	"X"	"X"	"N"
"X2d2"	"X2"	"X"	"X"	"N"
"X2c"	"X2"	"X"	"X"	"N"
"X2c1"	"X2"	"X"	"X"	"N"
"X2c1a"	"X2"	"X"	"X"	"N"
"X2c1b"	"X2"	"X"	"X"	"N"
"X2c1c"	"X2"	"X"	"X"	"N"
"X2c1c1"	"X2"	"X"	"X"	"N"
"X2c1d"	"X2"	"X"	"X"	"N"
"X2c1e"	"X2"	"X"	"X"	"N"
"X2c2"	"X2"	"X"	"X"	"N"
"X2e"	"X2"	"X"	"X"	"N"
"X2e1"	"X2"	"X"	"X"	"N"
"X2e1a"	"X2"	"X"	"X"	"N"
"X2e1a1"	"X2"	"X"	"X"	"N"
"X2e1b"	"X2"	"X"	"X"	"N"
"X2e2"	"X2"	"X"	"X"	"N"
"X2e2a"	"X2"	"X"	"X"	"N"
"X2e2a1"	"X2"	"X"	"X"	"N"
"X2e2a2"	"X2"	"X"	"X"	"N"
"X2e2b"	"X2"	"X"	"X"	"N"
"X2e2b1"	"X2"	"X"	"X"	"N"
"X2e2c"	"X2"	"X"	"X"	"N"
"X2e2c1"	"X2"	"X"	"X"	"N"
"X2e2c1*"	"X2"	"X"	"X"	"N"
"X2+225+@153"	"X2"	"X"	"X"	"N"
"X2g"	"X2"	"X"	"X"	"N"
"X2l"	"X2"	"X"	"X"	"N"
"X2+225+@16223"	"X2"	"X"	"X"	"N"
"X2h"	"X2"	"X"	"X"	"N"
"X2i"	"X2"	"X"	"X"	"N"
"X2i*"	"X2"	"X"	"X"	"N"
"X2i+@225"	"X2"	"X"	"X"	"N"
"X2i1"	"X2"	"X"	"X"	"N"
"X2m'n"	"X2"	"X"	"X"	"N"
"X2m"	"X2"	"X"	"X"	"N"
"X2m1"	"X2"	"X"	"X"	"N"
"X2m2"	"X2"	"X"	"X"	"N"
"X2n"	"X2"	"X"	"X"	"N"
"X2o"	"X2"	"X"	"X"	"N"
"X2o1"	"X2"	"X"	"X"	"N"
"X2f"	"X2"	"X"	"X"	"N"
"X2f1"	"X2"	"X"	"X"	"N"
"X2k"	"X2"	"X"	"X"	"N"
"X2p"	"X2"	"X"	"X"	"N"
"X2p1"	"X2"	"X"	"X"	"N"
"X4"	"X4"	"X"	"X"	"N"
"L3"	"L3"	"L3"	"L3"	"L"
"L3*"	"L3"	"L3"	"L3"	"L"
"L3a"	"L3"	"L3"	"L3"	"L"
"L3a1"	"L3"	"L3"	"L3"	"L"
"L3a1a"	"L3"	"L3"	"L3"	"L"
"L3a1b"	"L3"	"L3"	"L3"	"L"
"L3a+709"	"L3"	"L3"	"L3"	"L"
"L3a+709*"	"L3"	"L3"	"L3"	"L"
"L3a2"	"L3"	"L3"	"L3"	"L"
"L3a2a"	"L3"	"L3"	"L3"	"L"
"L3b'f"	"L3"	"L3"	"L3"	"L"
"L3b"	"L3"	"L3"	"L3"	"L"
"L3b1"	"L3"	"L3"	"L3"	"L"
"L3b1a"	"L3"	"L3"	"L3"	"L"
"L3b1a*1"	"L3"	"L3"	"L3"	"L"
"L3b1a*2"	"L3"	"L3"	"L3"	"L"
"L3b1a*3"	"L3"	"L3"	"L3"	"L"
"L3b1a*4"	"L3"	"L3"	"L3"	"L"
"L3b1a1"	"L3"	"L3"	"L3"	"L"
"L3b1a1*"	"L3"	"L3"	"L3"	"L"
"L3b1a1a"	"L3"	"L3"	"L3"	"L"
"L3b1a2"	"L3"	"L3"	"L3"	"L"
"L3b1a2*"	"L3"	"L3"	"L3"	"L"
"L3b1a3"	"L3"	"L3"	"L3"	"L"
"L3b1a4"	"L3"	"L3"	"L3"	"L"
"L3b1a4*1"	"L3"	"L3"	"L3"	"L"
"L3b1a5"	"L3"	"L3"	"L3"	"L"
"L3b1a5*"	"L3"	"L3"	"L3"	"L"
"L3b1a5a"	"L3"	"L3"	"L3"	"L"
"L3b1a+152"	"L3"	"L3"	"L3"	"L"
"L3b1a+152*1"	"L3"	"L3"	"L3"	"L"
"L3b1a+152*2"	"L3"	"L3"	"L3"	"L"
"L3b1a6"	"L3"	"L3"	"L3"	"L"
"L3b1a+@16124"	"L3"	"L3"	"L3"	"L"
"L3b1a+@16124*"	"L3"	"L3"	"L3"	"L"
"L3b1a7"	"L3"	"L3"	"L3"	"L"
"L3b1a7a"	"L3"	"L3"	"L3"	"L"
"L3b1a7a*"	"L3"	"L3"	"L3"	"L"
"L3b1a8"	"L3"	"L3"	"L3"	"L"
"L3b1a9"	"L3"	"L3"	"L3"	"L"
"L3b1a9*"	"L3"	"L3"	"L3"	"L"
"L3b1a9a"	"L3"	"L3"	"L3"	"L"
"L3b1a10"	"L3"	"L3"	"L3"	"L"
"L3b1a10*"	"L3"	"L3"	"L3"	"L"
"L3b1a11"	"L3"	"L3"	"L3"	"L"
"L3b1b"	"L3"	"L3"	"L3"	"L"
"L3b1b1"	"L3"	"L3"	"L3"	"L"
"L3b2"	"L3"	"L3"	"L3"	"L"
"L3b2*"	"L3"	"L3"	"L3"	"L"
"L3b2a"	"L3"	"L3"	"L3"	"L"
"L3b2b"	"L3"	"L3"	"L3"	"L"
"L3b3"	"L3"	"L3"	"L3"	"L"
"L3b3*"	"L3"	"L3"	"L3"	"L"
"L3f"	"L3"	"L3"	"L3"	"L"
"L3f1"	"L3"	"L3"	"L3"	"L"
"L3f1a"	"L3"	"L3"	"L3"	"L"
"L3f1a1"	"L3"	"L3"	"L3"	"L"
"L3f1a1*1"	"L3"	"L3"	"L3"	"L"
"L3f1a1*2"	"L3"	"L3"	"L3"	"L"
"L3f1b"	"L3"	"L3"	"L3"	"L"
"L3f1b+16292"	"L3"	"L3"	"L3"	"L"
"L3f1b1"	"L3"	"L3"	"L3"	"L"
"L3f1b1a"	"L3"	"L3"	"L3"	"L"
"L3f1b1a1"	"L3"	"L3"	"L3"	"L"
"L3f1b2"	"L3"	"L3"	"L3"	"L"
"L3f1b2a"	"L3"	"L3"	"L3"	"L"
"L3f1b+16292+150"	"L3"	"L3"	"L3"	"L"
"L3f1b+16292+150*"	"L3"	"L3"	"L3"	"L"
"L3f1b3"	"L3"	"L3"	"L3"	"L"
"L3f1b4"	"L3"	"L3"	"L3"	"L"
"L3f1b4*"	"L3"	"L3"	"L3"	"L"
"L3f1b4a"	"L3"	"L3"	"L3"	"L"
"L3f1b4a1"	"L3"	"L3"	"L3"	"L"
"L3f1b4b"	"L3"	"L3"	"L3"	"L"
"L3f1b4c"	"L3"	"L3"	"L3"	"L"
"L3f1b5"	"L3"	"L3"	"L3"	"L"
"L3f2"	"L3"	"L3"	"L3"	"L"
"L3f2a"	"L3"	"L3"	"L3"	"L"
"L3f2a1"	"L3"	"L3"	"L3"	"L"
"L3f2a1*1"	"L3"	"L3"	"L3"	"L"
"L3f2a1*2"	"L3"	"L3"	"L3"	"L"
"L3f2a1a"	"L3"	"L3"	"L3"	"L"
"L3f2b"	"L3"	"L3"	"L3"	"L"
"L3f3"	"L3"	"L3"	"L3"	"L"
"L3f3a"	"L3"	"L3"	"L3"	"L"
"L3f3b"	"L3"	"L3"	"L3"	"L"
"L3c'd"	"L3"	"L3"	"L3"	"L"
"L3c"	"L3"	"L3"	"L3"	"L"
"L3d"	"L3"	"L3"	"L3"	"L"
"L3d1'2'3'4'5'6"	"L3"	"L3"	"L3"	"L"
"L3d1'2'3'4'5'6*"	"L3"	"L3"	"L3"	"L"
"L3d1"	"L3"	"L3"	"L3"	"L"
"L3d1a"	"L3"	"L3"	"L3"	"L"
"L3d1a1'2"	"L3"	"L3"	"L3"	"L"
"L3d1a1"	"L3"	"L3"	"L3"	"L"
"L3d1a1a"	"L3"	"L3"	"L3"	"L"
"L3d1a1a*"	"L3"	"L3"	"L3"	"L"
"L3d1a1a1"	"L3"	"L3"	"L3"	"L"
"L3d1a1b"	"L3"	"L3"	"L3"	"L"
"L3d1a2"	"L3"	"L3"	"L3"	"L"
"L3d1b"	"L3"	"L3"	"L3"	"L"
"L3d1b*1"	"L3"	"L3"	"L3"	"L"
"L3d1b*2"	"L3"	"L3"	"L3"	"L"
"L3d1b1"	"L3"	"L3"	"L3"	"L"
"L3d1b1a"	"L3"	"L3"	"L3"	"L"
"L3d1b1a*"	"L3"	"L3"	"L3"	"L"
"L3d1b1b"	"L3"	"L3"	"L3"	"L"
"L3d1b2"	"L3"	"L3"	"L3"	"L"
"L3d1b3"	"L3"	"L3"	"L3"	"L"
"L3d1b3a"	"L3"	"L3"	"L3"	"L"
"L3d1b3a*1"	"L3"	"L3"	"L3"	"L"
"L3d1b3a*2"	"L3"	"L3"	"L3"	"L"
"L3d1c"	"L3"	"L3"	"L3"	"L"
"L3d1c1"	"L3"	"L3"	"L3"	"L"
"L3d1c1*"	"L3"	"L3"	"L3"	"L"
"L3d1d"	"L3"	"L3"	"L3"	"L"
"L3d1d*1"	"L3"	"L3"	"L3"	"L"
"L3d1d*2"	"L3"	"L3"	"L3"	"L"
"L3d2"	"L3"	"L3"	"L3"	"L"
"L3d2a"	"L3"	"L3"	"L3"	"L"
"L3d2b"	"L3"	"L3"	"L3"	"L"
"L3d2b*1"	"L3"	"L3"	"L3"	"L"
"L3d2b*2"	"L3"	"L3"	"L3"	"L"
"L3d3"	"L3"	"L3"	"L3"	"L"
"L3d3a"	"L3"	"L3"	"L3"	"L"
"L3d3a1"	"L3"	"L3"	"L3"	"L"
"L3d3a1a"	"L3"	"L3"	"L3"	"L"
"L3d3a1b"	"L3"	"L3"	"L3"	"L"
"L3d3b"	"L3"	"L3"	"L3"	"L"
"L3d4"	"L3"	"L3"	"L3"	"L"
"L3d4*"	"L3"	"L3"	"L3"	"L"
"L3d4a"	"L3"	"L3"	"L3"	"L"
"L3d5"	"L3"	"L3"	"L3"	"L"
"L3d5a"	"L3"	"L3"	"L3"	"L"
"L3d5a*"	"L3"	"L3"	"L3"	"L"
"L3d6"	"L3"	"L3"	"L3"	"L"
"L3e'i'k'x"	"L3"	"L3"	"L3"	"L"
"L3e"	"L3"	"L3"	"L3"	"L"
"L3e1"	"L3"	"L3"	"L3"	"L"
"L3e1a"	"L3"	"L3"	"L3"	"L"
"L3e1a*"	"L3"	"L3"	"L3"	"L"
"L3e1a1"	"L3"	"L3"	"L3"	"L"
"L3e1a1a"	"L3"	"L3"	"L3"	"L"
"L3e1a2"	"L3"	"L3"	"L3"	"L"
"L3e1a3"	"L3"	"L3"	"L3"	"L"
"L3e1a3a"	"L3"	"L3"	"L3"	"L"
"L3e1a3a*"	"L3"	"L3"	"L3"	"L"
"L3e1a3b"	"L3"	"L3"	"L3"	"L"
"L3e1b"	"L3"	"L3"	"L3"	"L"
"L3e1b1"	"L3"	"L3"	"L3"	"L"
"L3e1b1*"	"L3"	"L3"	"L3"	"L"
"L3e1b2"	"L3"	"L3"	"L3"	"L"
"L3e1c"	"L3"	"L3"	"L3"	"L"
"L3e1d"	"L3"	"L3"	"L3"	"L"
"L3e1d1"	"L3"	"L3"	"L3"	"L"
"L3e1d1*"	"L3"	"L3"	"L3"	"L"
"L3e1d1*1"	"L3"	"L3"	"L3"	"L"
"L3e1d1*2"	"L3"	"L3"	"L3"	"L"
"L3e1d1a"	"L3"	"L3"	"L3"	"L"
"L3e1e"	"L3"	"L3"	"L3"	"L"
"L3e1e*"	"L3"	"L3"	"L3"	"L"
"L3e1e1"	"L3"	"L3"	"L3"	"L"
"L3e1e2"	"L3"	"L3"	"L3"	"L"
"L3e1f"	"L3"	"L3"	"L3"	"L"
"L3e1f*"	"L3"	"L3"	"L3"	"L"
"L3e1f1"	"L3"	"L3"	"L3"	"L"
"L3e1f1a"	"L3"	"L3"	"L3"	"L"
"L3e1f2"	"L3"	"L3"	"L3"	"L"
"L3e1g"	"L3"	"L3"	"L3"	"L"
"L3e2"	"L3"	"L3"	"L3"	"L"
"L3e2a"	"L3"	"L3"	"L3"	"L"
"L3e2a*"	"L3"	"L3"	"L3"	"L"
"L3e2a1"	"L3"	"L3"	"L3"	"L"
"L3e2a1a"	"L3"	"L3"	"L3"	"L"
"L3e2a1b"	"L3"	"L3"	"L3"	"L"
"L3e2a1b1"	"L3"	"L3"	"L3"	"L"
"L3e2a1b2"	"L3"	"L3"	"L3"	"L"
"L3e2a1b3"	"L3"	"L3"	"L3"	"L"
"L3e2a1b3*"	"L3"	"L3"	"L3"	"L"
"L3e2a2"	"L3"	"L3"	"L3"	"L"
"L3e2a3"	"L3"	"L3"	"L3"	"L"
"L3e2b"	"L3"	"L3"	"L3"	"L"
"L3e2b*"	"L3"	"L3"	"L3"	"L"
"L3e2b1"	"L3"	"L3"	"L3"	"L"
"L3e2b1a"	"L3"	"L3"	"L3"	"L"
"L3e2b1a1"	"L3"	"L3"	"L3"	"L"
"L3e2b1a1*"	"L3"	"L3"	"L3"	"L"
"L3e2b1a2"	"L3"	"L3"	"L3"	"L"
"L3e2b2"	"L3"	"L3"	"L3"	"L"
"L3e2b2*"	"L3"	"L3"	"L3"	"L"
"L3e2b+152"	"L3"	"L3"	"L3"	"L"
"L3e2b+152*"	"L3"	"L3"	"L3"	"L"
"L3e2b3"	"L3"	"L3"	"L3"	"L"
"L3e2b4"	"L3"	"L3"	"L3"	"L"
"L3e2b5"	"L3"	"L3"	"L3"	"L"
"L3e2b6"	"L3"	"L3"	"L3"	"L"
"L3e2b7"	"L3"	"L3"	"L3"	"L"
"L3e2b8"	"L3"	"L3"	"L3"	"L"
"L3e3'4'5"	"L3"	"L3"	"L3"	"L"
"L3e3'4"	"L3"	"L3"	"L3"	"L"
"L3e3"	"L3"	"L3"	"L3"	"L"
"L3e3a"	"L3"	"L3"	"L3"	"L"
"L3e3b"	"L3"	"L3"	"L3"	"L"
"L3e3b1"	"L3"	"L3"	"L3"	"L"
"L3e3b2"	"L3"	"L3"	"L3"	"L"
"L3e3b3"	"L3"	"L3"	"L3"	"L"
"L3e4"	"L3"	"L3"	"L3"	"L"
"L3e4a"	"L3"	"L3"	"L3"	"L"
"L3e4a*1"	"L3"	"L3"	"L3"	"L"
"L3e4a*2"	"L3"	"L3"	"L3"	"L"
"L3e4a1"	"L3"	"L3"	"L3"	"L"
"L3e5"	"L3"	"L3"	"L3"	"L"
"L3e5a"	"L3"	"L3"	"L3"	"L"
"L3e5a1"	"L3"	"L3"	"L3"	"L"
"L3e5a1a"	"L3"	"L3"	"L3"	"L"
"L3e5b"	"L3"	"L3"	"L3"	"L"
"L3e5b*"	"L3"	"L3"	"L3"	"L"
"L3e5+195"	"L3"	"L3"	"L3"	"L"
"L3e5c"	"L3"	"L3"	"L3"	"L"
"L3e5d"	"L3"	"L3"	"L3"	"L"
"L3e5e"	"L3"	"L3"	"L3"	"L"
"L3e5f"	"L3"	"L3"	"L3"	"L"
"L3i"	"L3"	"L3"	"L3"	"L"
"L3i1"	"L3"	"L3"	"L3"	"L"
"L3i1a"	"L3"	"L3"	"L3"	"L"
"L3i1b"	"L3"	"L3"	"L3"	"L"
"L3i2"	"L3"	"L3"	"L3"	"L"
"L3i2*1"	"L3"	"L3"	"L3"	"L"
"L3i2*2"	"L3"	"L3"	"L3"	"L"
"L3k"	"L3"	"L3"	"L3"	"L"
"L3k*"	"L3"	"L3"	"L3"	"L"
"L3k1"	"L3"	"L3"	"L3"	"L"
"L3k1*"	"L3"	"L3"	"L3"	"L"
"L3x"	"L3"	"L3"	"L3"	"L"
"L3x1"	"L3"	"L3"	"L3"	"L"
"L3x1a"	"L3"	"L3"	"L3"	"L"
"L3x1a1"	"L3"	"L3"	"L3"	"L"
"L3x1a2"	"L3"	"L3"	"L3"	"L"
"L3x1+16311"	"L3"	"L3"	"L3"	"L"
"L3x1b"	"L3"	"L3"	"L3"	"L"
"L3x1b*"	"L3"	"L3"	"L3"	"L"
"L3x2"	"L3"	"L3"	"L3"	"L"
"L3x2a"	"L3"	"L3"	"L3"	"L"
"L3x2a*"	"L3"	"L3"	"L3"	"L"
"L3x2a1"	"L3"	"L3"	"L3"	"L"
"L3x2a1a"	"L3"	"L3"	"L3"	"L"
"L3x2b"	"L3"	"L3"	"L3"	"L"
"L3x2b*"	"L3"	"L3"	"L3"	"L"
"L3h"	"L3"	"L3"	"L3"	"L"
"L3h1"	"L3"	"L3"	"L3"	"L"
"L3h1a"	"L3"	"L3"	"L3"	"L"
"L3h1a1"	"L3"	"L3"	"L3"	"L"
"L3h1a2"	"L3"	"L3"	"L3"	"L"
"L3h1a2a"	"L3"	"L3"	"L3"	"L"
"L3h1a2a1"	"L3"	"L3"	"L3"	"L"
"L3h1a2a1*"	"L3"	"L3"	"L3"	"L"
"L3h1a2b"	"L3"	"L3"	"L3"	"L"
"L3h1b"	"L3"	"L3"	"L3"	"L"
"L3h1b1"	"L3"	"L3"	"L3"	"L"
"L3h1b1a"	"L3"	"L3"	"L3"	"L"
"L3h1b1a*1"	"L3"	"L3"	"L3"	"L"
"L3h1b1a*2"	"L3"	"L3"	"L3"	"L"
"L3h1b1a*3"	"L3"	"L3"	"L3"	"L"
"L3h1b1a*4"	"L3"	"L3"	"L3"	"L"
"L3h1b2"	"L3"	"L3"	"L3"	"L"
"L3h1b2*"	"L3"	"L3"	"L3"	"L"
"L3h2"	"L3"	"L3"	"L3"	"L"
"M"	"M"	"M"	"M"	"M"
"M*1"	"M"	"M"	"M"	"M"
"M*2"	"M"	"M"	"M"	"M"
"M*3"	"M"	"M"	"M"	"M"
"M1'20'51"	"M1"	"M"	"M"	"M"
"M1"	"M1"	"M"	"M"	"M"
"M1a"	"M1"	"M"	"M"	"M"
"M1a1"	"M1"	"M"	"M"	"M"
"M1a1a"	"M1"	"M"	"M"	"M"
"M1a1a1"	"M1"	"M"	"M"	"M"
"M1a1b"	"M1"	"M"	"M"	"M"
"M1a1b1"	"M1"	"M"	"M"	"M"
"M1a1b1a"	"M1"	"M"	"M"	"M"
"M1a1b1b"	"M1"	"M"	"M"	"M"
"M1a1b1b1"	"M1"	"M"	"M"	"M"
"M1a1b1c"	"M1"	"M"	"M"	"M"
"M1a1b2"	"M1"	"M"	"M"	"M"
"M1a1+16093"	"M1"	"M"	"M"	"M"
"M1a1c"	"M1"	"M"	"M"	"M"
"M1a1d"	"M1"	"M"	"M"	"M"
"M1a1e"	"M1"	"M"	"M"	"M"
"M1a1e1"	"M1"	"M"	"M"	"M"
"M1a1e2"	"M1"	"M"	"M"	"M"
"M1a1f"	"M1"	"M"	"M"	"M"
"M1a1g"	"M1"	"M"	"M"	"M"
"M1a1h"	"M1"	"M"	"M"	"M"
"M1a1i"	"M1"	"M"	"M"	"M"
"M1a2"	"M1"	"M"	"M"	"M"
"M1a2a"	"M1"	"M"	"M"	"M"
"M1a2a*"	"M1"	"M"	"M"	"M"
"M1a2b"	"M1"	"M"	"M"	"M"
"M1a2b*"	"M1"	"M"	"M"	"M"
"M1a3"	"M1"	"M"	"M"	"M"
"M1a3a"	"M1"	"M"	"M"	"M"
"M1a3b"	"M1"	"M"	"M"	"M"
"M1a3b*"	"M1"	"M"	"M"	"M"
"M1a3b1"	"M1"	"M"	"M"	"M"
"M1a3b2"	"M1"	"M"	"M"	"M"
"M1a4"	"M1"	"M"	"M"	"M"
"M1a4a"	"M1"	"M"	"M"	"M"
"M1a5"	"M1"	"M"	"M"	"M"
"M1a6"	"M1"	"M"	"M"	"M"
"M1a7"	"M1"	"M"	"M"	"M"
"M1a8"	"M1"	"M"	"M"	"M"
"M1a8a"	"M1"	"M"	"M"	"M"
"M1b"	"M1"	"M"	"M"	"M"
"M1b1"	"M1"	"M"	"M"	"M"
"M1b1a"	"M1"	"M"	"M"	"M"
"M1b1b"	"M1"	"M"	"M"	"M"
"M1b2"	"M1"	"M"	"M"	"M"
"M1b2*"	"M1"	"M"	"M"	"M"
